Resturant Name,Phone,Rate,Price,Zipcode,State,City,Address,Has Delivery,Has Take-out,Has outdoor seating,Parking,Has Wifi
Spacca Napoli,(773) 878-2420,4,$$,60640,IL,Chicago,1769 W Sunnyside Ave,No,No,Yes,Street,No
First Draft,(312) 461-1062,4,$$,60605,IL,Chicago,649 S Clark St,No,Yes,No,Garage,No
Bryn Mawr Breakfast Club,(872) 208-7079,4_half,$$,60659,IL,Chicago,3401 W Bryn Mawr Ave,No,Yes,No,Street,No
Yelp’s 12th Burstday Aboard THE ZEPHYR,,5,,10038,NY,New York,South Street Seaport,No,No,No,No,No
Coffee Project New York,(212) 228-7888,5,$$,10003,NY,New York,239 E 5th St,No,Yes,No,Street,No
Brooklyn Bridge Park,(718) 222-9939,4_half,,11201,NY,Brooklyn,334 Furman St,No,No,No,Street,No
Brooklyn Heights Promenade,(212) 639-9675,5,,11201,NY,Brooklyn,Columbia Heights,No,No,No,Street,No
Brooklyn Bridge,,4_half,,11201,NY,Brooklyn,334 Furman St,No,No,No,No,No
La Contenta,(212) 432-4180,4_half,$$,10002,NY,New York,102 Norfolk St,Yes,Yes,Yes,Street,No
Los Tacos No.1,(212) 256-0343,4_half,$,10011,NY,New York,75 9th Ave,No,Yes,No,Street,No
Ruffian Wine Bar & Chef’s Table,(212) 777-0855,5,$$,10009,NY,New York,125 E 7th St,No,No,No,Street,No
Kura,(212) 228-1010,4_half,$$$$,10009,NY,New York,130 St Marks Pl,No,No,No,Street,No
Matcha Cafe Wabi,,4_half,$,10009,NY,New York,233 E 4th St,No,Yes,No,Street,No
Jungsik,(212) 219-0900,4_half,$$$$,10013,NY,New York,2 Harrison St,No,No,No,Street,No
Faicco’s Italian Specialties,(212) 243-1974,4_half,$$,10014,NY,New York,260 Bleecker St,No,Yes,No,Street,No
Porto Rico Importing Company,(212) 477-5421,4_half,$,10012,NY,New York,201 Bleecker St,No,Yes,Yes,Street,No
Miscelanea NY,(212) 253-0277,5,$,10003,NY,New York,63 E 4th St,Yes,Yes,No,Street,No
The High Line,(212) 206-9922,4_half,,10014,NY,New York,820 Washington St,No,No,No,Garage,No
Bergen Hill,(212) 260-2182,4_half,$$$,10003,NY,New York,64 Cooper Sq,No,No,No,Street,No
Pisillo Italian Panini,(212) 227-3104,4_half,$$,10038,NY,New York,97 Nassau St,Yes,Yes,No,Street,No
Manousheh,(347) 971-5778,4_half,$,10012,NY,New York,193 Bleecker St,Yes,Yes,No,Street,No
McNulty’s Tea & Coffee Co,(212) 242-5351,4_half,$$,10014,NY,New York,109 Christopher St,No,Yes,No,Street,No
Prince Street Pizza,(212) 966-4100,4_half,$,10012,NY,New York,27 Prince St,Yes,Yes,No,Street,No
Beyond Sushi,(646) 861-2889,4_half,$$,10003,NY,New York,229 E 14th St,Yes,Yes,No,Street,No
Upstate,(917) 408-3395,4_half,$$,10003,NY,New York,95 1st Ave,No,No,No,Street,No
Gramercy Tavern,(212) 477-0777,4_half,$$$$,10003,NY,New York,42 E 20th St,No,No,No,Street,No
9/11 Tribute Center,(212) 393-9160,4_half,,10006,NY,New York,120 Liberty St,No,No,No,No,No
Ichimura At Brushstroke,(212) 791-3771,4_half,$$$$,10013,NY,New York,30 Hudson St,No,No,No,Street,No
Arcade Bakery,(212) 227-7895,4_half,$$,10013,NY,New York,220 Church St,No,Yes,No,No,No
Eleven Madison Park,(212) 889-0905,4_half,$$$$,10010,NY,New York,11 Madison Ave,No,No,No,Street,No
Bouley,(212) 964-2525,4_half,$$$$,10013,NY,New York,163 Duane St,No,No,No,Street,No
Taïm Falafel and Smoothie Bar,(212) 691-1287,4_half,$,10014,NY,New York,222 Waverly Pl,Yes,Yes,No,Street,No
Bryant Park,(212) 768-4242,4_half,,10018,NY,New York,41 W 40th St,No,No,No,Street,No
Senza Gluten,(212) 475-7775,4_half,$$,10012,NY,New York,206 Sullivan St,Yes,Yes,Yes,Street,No
Kam Hing Coffee Shop,(212) 925-0425,4_half,$,10013,NY,New York,118 Baxter St,No,Yes,No,Street,No
RISE Coffee,(401) 484-7473,5,$,10002,NY,New York,85 Stanton St,No,Yes,No,Street,No
Thursday Kitchen,(646) 755-8088,4_half,$$,10009,NY,New York,424 E 9th St,No,Yes,No,Street,No
Gantry Plaza State Park,(718) 786-6385,5,,11101,NY,New York,"474 48th Ave, Long Island City",No,No,No,Garage,No
Grand Central Terminal,(212) 340-2583,4_half,,10017,NY,New York,89 E 42nd St,No,No,No,No,No
Whiskey Tavern,(212) 374-9119,4_half,$$,10013,NY,New York,79 Baxter St,No,No,Yes,Street,No
Juliana’s Pizza,(718) 596-6700,4_half,$$,11201,NY,Brooklyn,19 Old Fulton St,No,Yes,Yes,Street,No
Wah Fung No 1 Fast Food,(212) 925-5175,4_half,$,10002,NY,New York,79 Chrystie St,No,Yes,No,Street,No
Despaña,(212) 219-5050,4_half,$$,10013,NY,New York,408 Broome St,Yes,Yes,No,Street,No
Bohemian Restaurant,,4_half,$$$,10012,NY,New York,57 Great Jones St,No,No,No,Street,No
Russ & Daughters,(212) 475-4880,4_half,$$,10002,NY,New York,179 E Houston St,Yes,Yes,No,Street,No
The Greek,(646) 476-3941,4_half,$$$,10013,NY,New York,458 Greenwich St,No,Yes,No,"Garage, Street",No
Abraço,,4_half,$,10003,NY,New York,86 E 7th St,No,Yes,Yes,Street,No
Nish Nush,(212) 964-1318,4_half,$,10013,NY,New York,88 Reade St,Yes,Yes,No,Street,No
Simple,(646) 870-8292,4_half,$$,10002,NY,New York,109 Eldridge St,Yes,Yes,No,No,No
Chobani SoHo,(212) 364-3970,4_half,$,10012,NY,New York,152 Prince St,No,Yes,No,Street,No
Voyager Espresso,(646) 885-6792,5,$$,10038,NY,New York,110 William St,No,Yes,No,No,No
Breakroom,(212) 227-2802,4_half,$,10013,NY,New York,83 Baxter St,Yes,Yes,No,Street,No
Dan and John’s Wings,(212) 858-9935,4_half,$$,10003,NY,New York,135 1st Ave,Yes,Yes,No,Street,No
Doughnut Plant,(212) 505-3700,4_half,$$,10002,NY,New York,379 Grand St,No,Yes,Yes,Street,No
Song E Napule,(212) 533-1242,4_half,$$,10012,NY,New York,146 W Houston St,Yes,Yes,Yes,"Garage, Street",No
Wafels & Dinges,(866) 429-7329,4_half,$,10011,NY,New York,New York,Yes,Yes,No,Street,No
Fresco Gelateria,(212) 677-6320,4_half,$,10003,NY,New York,138 2nd Ave,Yes,Yes,No,Street,No
The GoGo Grill,(646) 425-1905,4_half,$,10004,NY,New York,1 Broadway,No,Yes,No,No,No
Cheeky Sandwiches,(646) 504-8132,4_half,$,10002,NY,New York,35 Orchard St,No,Yes,No,Street,No
La Margarita Pizza,(212) 228-1233,4_half,$,10002,NY,New York,151 Ludlow St,Yes,Yes,No,Street,No
Housing Works Bookstore Café,(212) 334-3324,4_half,$,10012,NY,New York,126 Crosby St,No,Yes,No,Street,No
McNally Jackson,(212) 274-1160,4_half,$$,10012,NY,New York,52 Prince St,No,Yes,No,Street,No
bibi,(212) 673-2424,4_half,$$,10009,NY,New York,211 E 4th St,No,No,No,Street,No
Chef’s Table at Brooklyn Fare,(718) 243-0050,4_half,$$$$,11201,NY,Brooklyn,200 Schermerhorn St,No,No,No,Street,No
Cafe Katja,(212) 219-9545,4_half,$$,10002,NY,New York,79 Orchard St,No,Yes,No,Street,No
L’Artusi,(212) 255-5757,4_half,$$$,10014,NY,New York,228 W 10th St,No,No,No,No,No
Petee’s Pie Company,(212) 966-2526,4_half,$,10002,NY,New York,61 Delancey St,Yes,Yes,No,Street,No
Prospect Park,(718) 965-8951,4_half,,11215,NY,Brooklyn,95 Prospect Park W,No,No,No,Street,No
Raku,(212) 228-1324,4_half,$$,10003,NY,New York,342 E 6th St,Yes,Yes,No,Street,No
BeeHive Oven Biscuit Cafe,(347) 987-4960,4_half,$$,11211,NY,Brooklyn,182 S 2nd St,Yes,Yes,No,Street,No
Luke’s Lobster,(212) 747-1700,4_half,$$,10004,NY,New York,26 S William St,No,Yes,No,Street,No
Aahar Indian Cuisine,(646) 649-3374,4_half,$$,10007,NY,New York,10 Murray St,Yes,Yes,No,No,No
Ray’s Candy Store,,4_half,$,10009,NY,New York,113 Ave A,No,Yes,No,Street,No
La Colombe Coffee,(212) 625-1717,4_half,$$,10012,NY,New York,270 Lafayette St,No,Yes,No,Street,No
Frisson Espresso,(646) 850-3928,4_half,$,10036,NY,New York,326 W 47th St,No,Yes,No,Street,No
The Moonlight Mile,(718) 389-3904,5,$$,11222,NY,Brooklyn,200 Franklin St,No,No,No,Street,No
Rizzo’s Fine Pizza Co,(646) 454-1262,4_half,$$,10002,NY,New York,17 Clinton St,Yes,Yes,No,Street,No
Central Park,(212) 310-6600,5,,10022,NY,New York,14 E 60th St,No,No,No,Street,No
Gaia Italian Café,(646) 350-3977,4_half,$,10002,NY,New York,251 E Houston St,No,No,No,Street,No
The Eddy,(646) 895-9884,4_half,$$$,10003,NY,New York,342 E 6th St,No,No,No,Street,No
Green-Wood,(718) 768-7300,5,,11232,NY,Brooklyn,500 - 25th St,No,No,No,No,No
Flatiron Building,,4_half,,10010,NY,New York,175 5th Ave & Broadway,No,No,No,No,No
Harry & Ida’s Meat and Supply,(646) 864-0967,4_half,$$,10009,NY,New York,189 Ave A,Yes,Yes,No,Street,No
Govinda’s Vegetarian,(718) 855-6714,4_half,$,11217,NY,Brooklyn,305 Schermerhorn St,No,Yes,No,Street,No
Pylos,(212) 473-0220,4_half,$$$,10009,NY,New York,128 E 7th St,No,Yes,No,Street,No
12 Corners,(646) 717-2849,4_half,$,10002,NY,New York,155 E Broadway,No,Yes,No,Street,No
Baba’s Pierogies,(718) 222-0777,4_half,$$,11215,NY,Brooklyn,295 3rd Ave,Yes,Yes,No,Street,No
Sushi Nakazawa,(212) 924-2212,4_half,$$$$,10014,NY,New York,23 Commerce St,No,No,No,Street,No
Greecologies,(212) 941-0100,4_half,$$,10013,NY,New York,379 Broome St,No,Yes,Yes,Garage,No
Arts and Crafts Beer Parlor,(646) 678-5263,4_half,$$,10011,NY,New York,26 W 8th St,No,No,No,Garage,No
Patsys Pizzeria,(718) 622-2268,4_half,$$,11217,NY,Brooklyn,450 Dean St,No,Yes,Yes,Street,No
La Goulette,(347) 689-4126,4_half,$$,11249,NY,Brooklyn,159 Grand St,No,Yes,No,Street,No
NY Dosas,(917) 710-2092,4_half,$,10014,NY,New York,50 Washington Sq S,No,Yes,Yes,Street,No
Breads Bakery,(212) 633-2253,4_half,$$,10003,NY,New York,18 E 16th St,No,Yes,No,Street,No
Gotham Bar and Grill,(212) 620-4020,4_half,$$$$,10003,NY,New York,12 E 12th St,No,No,No,"Garage, Street",No
Top of the Rock,(212) 698-2000,4_half,,10112,NY,New York,30 Rockefeller Ctr,No,No,No,No,No
Kyo Ya,(212) 982-4140,4_half,$$$$,10009,NY,New York,94 E 7th St,No,No,No,Street,No
La Sirene,(212) 925-3061,4_half,$$$,10013,NY,New York,558 Broome St,No,No,No,Street,No
Kitchen Grill Indian Restaurant,(718) 789-7800,4_half,$$,11238,NY,Brooklyn,914A Fulton St,Yes,Yes,No,Street,No
Angel’s Share,(212) 777-5415,4_half,$$$,10003,NY,New York,8 Stuyvesant St,No,No,No,Street,No
Amélie,(212) 533-2962,4_half,$$,10011,NY,New York,22 W 8th St,No,No,No,Street,No
Hudson Eats At Brookfield Place,(212) 978-1698,4_half,$$,10281,NY,New York,225 Liberty St,No,Yes,Yes,No,No
Chickpea & Olive,(347) 994-9442,5,$$,11215,NY,Brooklyn,214 3rd St,No,Yes,Yes,"Garage, Street",No
Burger & Lobster,(646) 833-7532,4_half,$$,10011,NY,New York,39 W 19th St,No,Yes,No,Street,No
The MasalaWala,(212) 358-9300,4_half,$$,10002,NY,New York,179 Essex St,Yes,Yes,Yes,Street,No
Kichin,(718) 599-1002,5,$$,11211,NY,Brooklyn,297 Broadway,Yes,Yes,No,Street,No
La Colombe Coffee,(212) 677-5834,4_half,$$,10003,NY,New York,400 Lafayette St,No,Yes,Yes,Street,No
Doka Square,(646) 918-7919,4_half,$$,10002,NY,New York,53 Delancey St,No,Yes,No,Street,No
6BC Botanical Garden,,5,,10009,NY,New York,622 6th St,No,No,No,No,No
Governors Island National Monument,(212) 825-3045,4_half,,10004,NY,New York,10 S St,No,No,No,No,No
Parisi Bakery,(212) 226-6378,4_half,$,10012,NY,New York,198 Mott St,No,Yes,No,Street,No
Lucali,(718) 858-4086,4_half,$$,11231,NY,Brooklyn,575 Henry St,No,Yes,No,Street,No
Le Bernardin,(212) 554-1515,4_half,$$$$,10019,NY,New York,155 W 51st St,No,No,No,No,No
The Blue Light Speak Cheesy,(714) 519-6374,5,$,11222,NY,Brooklyn,114 Greenpoint Ave,No,Yes,Yes,Street,No
Atera,(212) 226-1444,4_half,$$$$,10013,NY,New York,77 Worth St,No,No,No,Street,No
Mamoun’s Falafel,(212) 674-8685,4_half,$,10012,NY,New York,119 MacDougal St,No,Yes,Yes,Street,No
Pocket Bar NYC,(646) 682-9062,4_half,$$,10036,NY,New York,455 W 48th St,No,No,No,Street,No
The Boil,(212) 925-8815,4_half,$$,10002,NY,New York,139 Chrystie St,No,Yes,No,Street,No
Kiki’s,(646) 882-7052,4_half,$$,10002,NY,New York,130 Division St,No,Yes,No,Street,No
Empire-Fulton Ferry State Park,(718) 858-4708,4_half,,11201,NY,Brooklyn,26 New Dock St,No,No,No,No,No
Sunny’s Bar,(718) 625-8211,4_half,$,11231,NY,Brooklyn,253 Conover St,No,No,Yes,Street,No
Round K,(917) 475-1423,4_half,$,10002,NY,New York,99 Allen St,No,Yes,No,Street,No
Hawa Smoothies & Bubble Tea,(646) 864-1090,4_half,$,10009,NY,New York,422 E 14th St,No,Yes,No,"Garage, Street",No
Pause Cafe,(212) 677-5415,4_half,$,10002,NY,New York,3 Clinton St,Yes,Yes,Yes,Street,No
The Jolly Goat Coffee Bar,(646) 509-8957,4_half,$,10036,NY,New York,515 W 47th St,No,Yes,No,Street,No
Pates Et Traditions,(718) 302-1878,4_half,$$,11211,NY,Brooklyn,52 Havemeyer St,Yes,Yes,Yes,Street,No
Il Bambino,(212) 228-2466,4_half,$$,10011,NY,New York,48 W 8th St,Yes,Yes,No,No,No
Sunny and Annie’s,(212) 677-3131,4_half,$,10003,NY,New York,94 Ave B,Yes,Yes,No,Street,No
Traif,(347) 844-9578,4_half,$$$,11211,NY,Brooklyn,229 S 4th St,No,No,Yes,Street,No
Café Integral,(646) 801-5747,4_half,$,10013,NY,New York,135 Grand St,No,Yes,No,Street,No
Taureau,(212) 228-2222,4_half,$$$,10013,NY,New York,558 Broome St,No,No,No,Street,No
Cafe Mogador,(718) 486-9222,4_half,$$,11211,NY,Brooklyn,133 Wythe Ave,No,Yes,Yes,Street,No
Best Bagel and Coffee,(212) 564-4409,4_half,$,10001,NY,New York,225 W 35th St,No,Yes,No,Street,No
Bowery Ballroom,(212) 533-2111,4_half,$$,10002,NY,New York,6 Delancey St,No,No,No,Street,No
The Wayland,(212) 777-7022,4_half,$$,10009,NY,New York,700 E 9th St,No,No,No,Street,No
Washington Square Park,,4_half,,10011,NY,New York,1 Washington Sq E,No,No,No,Street,No
Dinnertable,,4_half,$$$,10009,NY,New York,206 Avenue A,No,No,No,No,No
Kopitiam,(646) 894-7081,4_half,$,10002,NY,New York,51B Canal St,No,Yes,No,Street,No
Lorimer Market,(718) 389-2691,4_half,$,11211,NY,Brooklyn,620 Lorimer St,Yes,Yes,No,Street,No
Statue of Liberty,(212) 363-3200,4_half,,10004,NY,New York,Liberty Island,No,No,No,No,No
Per Se,(212) 823-9335,4_half,$$$$,10019,NY,New York,10 Columbus Cir,No,No,No,Garage,No
Tac N Roll,(212) 353-0800,4_half,$,10003,NY,New York,124 E 4th St,Yes,Yes,Yes,Street,No
Yerba Buena,(212) 529-2919,4_half,$$$,10009,NY,New York,23 Ave A,Yes,Yes,No,Street,No
Stumptown Coffee Roasters,(855) 711-3385,4_half,$$,10001,NY,New York,20 W 29th St,No,Yes,No,Street,No
Aquagrill,(212) 274-0505,4,$$$,10012,NY,New York,210 Spring Street,No,Yes,Yes,Street,No
Blue Hill,(212) 539-1776,4_half,$$$$,10011,NY,New York,75 Washington Pl,No,No,No,Street,No
Siggy’s Good Food,(212) 226-5775,4_half,$$,10012,NY,New York,292 Elizabeth St,Yes,Yes,No,Street,No
Bluestockings,(212) 777-6028,4_half,$$,10002,NY,New York,172 Allen St,No,No,No,Street,No
Juicology,(212) 695-0628,4_half,$,10001,NY,New York,387 8th Ave,No,Yes,No,"Garage, Street",No
Pommes Frites,(212) 674-1234,4_half,$,10012,NY,New York,128 Macdougal St,No,Yes,No,Street,No
McSorley’s Old Ale House,(212) 473-9148,4,$,10003,NY,New York,15 E 7th St,No,No,No,Street,No
Old Man Hustle,(212) 253-7747,4_half,$,10002,NY,New York,39 Essex St,No,No,No,Street,No
New York City,,4_half,,10004,NY,New York, NY 100,No,No,No,No,No
Adoro Lei,(646) 666-5096,4_half,$$,10013,NY,New York,287 Hudson St,Yes,Yes,No,"Street, Private Lot",No
Blue Ribbon,(212) 691-0404,4_half,$$$,10014,NY,New York,34 Downing St,No,No,No,Street,No
Bombay Grill,(718) 484-0004,4_half,$$,11216,NY,Brooklyn,1176 Bedford Ave,Yes,Yes,No,No,No
Blue Ribbon Brasserie,(212) 274-0404,4_half,$$$,10012,NY,New York,97 Sullivan St,No,No,No,Street,No
Shu Jiao Fu Zhou Cuisine Restaurant,(212) 625-2532,4_half,$,10002,NY,New York,118 Eldridge St,No,Yes,No,Street,No
Annisa,(212) 741-6699,4_half,$$$$,10014,NY,New York,13 Barrow St,No,No,No,Street,No
Galata Mediterranean Cuisine,(212) 683-9206,4_half,$$,10016,NY,New York,212 E 34th St,Yes,Yes,No,Street,No
Dear Irving,,4_half,$$$,10003,NY,New York,55 Irving Pl,No,No,No,Street,No
Daniel,(212) 288-0033,4_half,$$$$,10065,NY,New York,60 E 65th St.,No,No,No,Street,No
New York Bakery,(212) 213-2838,4_half,$,10001,NY,New York,51 W 29th St,No,Yes,No,Street,No
Amor y Amargo,(212) 614-6818,4_half,$$,10009,NY,New York,443 E 6th St,No,No,No,Street,No
Scalini Fedeli,(212) 528-0400,4_half,$$$$,10013,NY,New York,165 Duane St,No,No,No,Street,No
Greenacre Park,(212) 838-0528,4_half,,10022,NY,New York,217 E 51st St,No,No,No,Garage,No
Caracas Arepa Bar,(212) 529-2314,4,$$,10009,NY,New York,93 1/2 E 7th St,No,Yes,No,Street,No
Paulie Gee’s,(347) 987-3747,4_half,$$,11222,NY,Brooklyn,60 Greenpoint Ave,No,No,No,Street,No
Sun’s Organic Garden,(917) 362-6662,4_half,$$,10013,NY,New York,79 Bayard St,No,Yes,No,Street,No
Taim Mobile Falafel & Smoothie Truck,(212) 219-2216,4_half,$,10014,NY,New York,New York,No,Yes,Yes,Street,No
Taboonette,(212) 510-7881,4_half,$$,10003,NY,New York,30 E 13th St,Yes,Yes,No,Street,No
City of Saints Coffee Roasters,(646) 590-1624,4_half,$$,10003,NY,New York,79 E 10th St,No,Yes,No,Garage,No
Caffe Vita,(212) 260-8482,4_half,$$,10002,NY,New York,124 Ludlow St,No,Yes,No,Street,No
The Musket Room,(212) 219-0764,4_half,$$$,10012,NY,New York,265 Elizabeth St,No,No,No,Street,No
Fishmarket Restaurant,(917) 363-8101,4_half,$$,10038,NY,New York,111 South St,Yes,Yes,No,Street,No
Jonny’s Panini,(646) 484-5733,4_half,$,10018,NY,New York,493A 9th Ave,Yes,Yes,No,No,No
Sushi Azabu,(212) 274-0428,4,$$$$,10013,NY,New York,428 Greenwich St,Yes,Yes,No,Street,No
by CHLOE,(917) 743-5907,4,$$,10012,NY,New York,185 Bleecker St,No,Yes,Yes,Street,No
DOMODOMO,(646) 707-0301,4_half,$$$,10012,NY,New York,138 W Houston St,No,No,No,Street,No
Takashi,(212) 414-2929,4,$$$,10014,NY,New York,456 Hudson St,No,No,No,Street,No
Bread & Joe,(347) 223-4865,5,$,11215,NY,Brooklyn,618 4th Ave,No,Yes,No,Street,No
Lois,(212) 475-1400,4_half,$$,10009,NY,New York,98 Loisaida Ave,No,No,No,No,No
Battery Park,,4_half,,10079,NY,New York,State St & Battery Pl,No,No,No,Street,No
Xe May Sandwich Shop,(212) 388-1688,4_half,$,10009,NY,New York,96 Saint Marks Pl,Yes,Yes,No,Street,No
Midwinter Kitchen,(212) 505-8500,4_half,$$,10003,NY,New York,327 2nd Ave,No,Yes,No,Street,No
Pier 25,(212) 766-1104,4_half,,10013,NY,New York,225 W St,No,No,No,Street,No
Stumptown,(347) 414-7802,4_half,$$,10011,NY,New York,30 W 8th St,No,Yes,No,No,No
Bobwhite Counter,(212) 228-2972,4_half,$$,10009,NY,New York,94 Ave C,Yes,Yes,No,Street,No
Bar B,(212) 229-1888,4_half,$$,10011,NY,New York,84 7th Ave,No,Yes,No,Garage,No
Luke’s Lobster,(212) 387-8487,4,$$,10009,NY,New York,93 E 7th St,No,Yes,No,Street,No
Koneko,(646) 370-5699,4_half,$$,10002,NY,New York,26 Clinton St,No,Yes,Yes,Street,No
Hummus Market,(718) 599-5600,4_half,$$,11211,NY,Brooklyn,361 Graham Ave,Yes,Yes,Yes,Street,No
Rockwood Music Hall,(212) 477-4155,4_half,$$,10002,NY,New York,196 Allen St,No,No,No,Street,No
Cocoron,(212) 925-5220,4,$$,10002,NY,New York,61 Delancey St,No,No,No,Street,No
El Mate,(718) 222-1102,4_half,$$,11231,NY,Brooklyn,550 Court St,Yes,Yes,Yes,Street,No
Cheese Grille,(212) 460-9383,4_half,$,10002,NY,New York,188 Allen St,Yes,Yes,Yes,Street,No
Punjabi Grocery & Deli,(212) 533-3356,4_half,$,10009,NY,New York,114 E 1st St,No,Yes,No,Street,No
T-Swirl Crepe,(212) 614-0200,4_half,$,10003,NY,New York,247 E 14th St,Yes,Yes,No,Street,No
Madison Square Park,(212) 520-7600,4_half,,10010,NY,New York,Eleven Madison Ave,No,No,No,No,No
Rubirosa,(212) 965-0500,4,$$,10012,NY,New York,235 Mulberry St,No,Yes,No,Street,No
Attaboy,,4,$$$,10002,NY,New York,134 Eldridge St,No,No,No,Street,No
Marc Forgione,(212) 941-9401,4,$$$,10013,NY,New York,134 Reade St,No,No,Yes,No,No
Okonomi,(718) 302-0598,4_half,$$,11211,NY,Brooklyn,150 Ainslie St,No,No,No,Street,No
Murray’s Cheese Bar,(646) 476-8882,4,$$,10014,NY,New York,264 Bleecker St,No,Yes,No,Street,No
Court Street Grocers,(718) 722-7229,4_half,$$,11231,NY,Brooklyn,485 Court St,No,Yes,No,Street,No
Xixa,(718) 388-8860,4_half,$$$,11211,NY,Brooklyn,241 S 4th St,No,No,No,Street,No
Harney & Sons SoHo,(212) 933-4853,4,$$,10013,NY,New York,433 Broome St,No,Yes,No,Street,No
Juicy Spot Cafe,(646) 870-0188,4_half,$,10013,NY,New York,33 Pell Street,No,Yes,No,Street,No
DavidsTea,(212) 414-8599,4_half,$$,10014,NY,New York,275 Bleecker St,No,Yes,No,Street,No
Van Leeuwen Artisan Ice Cream,(917) 475-1448,4_half,$$,10014,NY,New York,152 W 10th St,No,Yes,No,Street,No
T Shop,(646) 726-4086,5,$$,10012,NY,New York,247 Elizabeth St,No,No,No,Street,No
Kottu House,(646) 781-9222,4_half,$$,10002,NY,New York,250 Broome St,Yes,Yes,No,Street,No
The Dead Rabbit,(646) 422-7906,4,$$,10004,NY,New York,30 Water St,No,No,No,Street,No
Garfunkel’s,(212) 529-6900,4_half,$$,10002,NY,New York,67 Clinton St,No,No,No,No,No
Madman Espresso,(212) 505-2233,4_half,$,10003,NY,New York,319 E 14th St,No,Yes,No,Street,No
L.E.S kitchen,(646) 952-2313,4_half,$,10002,NY,New York,15 Essex St,Yes,Yes,Yes,Street,No
Chrysler Building,(212) 682-3070,4_half,,10174,NY,New York,405 Lexington Ave,No,No,No,No,No
Featherweight,(646) 257-0946,4_half,$$,11206,NY,Brooklyn,135 Graham Ave,No,No,No,Street,No
Hudson River Park,(212) 627-2020,4_half,,10001,NY,New York,59th St,No,No,No,No,No
Dominique Bistro,(929) 777-5895,4_half,$$,10014,NY,New York,14 Christopher St,Yes,Yes,No,Street,No
Riverdel,(718) 928-7702,5,$$,11238,NY,Brooklyn,820 Washington Ave,No,No,No,No,No
Nitecap,(212) 466-3361,4_half,$$,10002,NY,New York,151 Rivington St,No,No,No,Street,No
B Side Pizza & Wine Bar,(646) 679-7225,4_half,$$,10019,NY,New York,370 W 51st St,No,Yes,No,Street,No
Lam Zhou Handmade Noodle,(212) 566-6933,4,$,10002,NY,New York,144 E Broadway,No,Yes,No,Street,No
The River Café,(718) 522-5200,4,$$$$,11201,NY,Brooklyn,1 Water St,No,No,Yes,Valet,No
Hook & Ladder 8 – Ghostbusters,,5,,10013,NY,New York,14 N Moore St,No,No,No,No,No
Ringolevio,(347) 335-0056,4_half,$$,11222,NY,Brooklyn,490 Humboldt St,Yes,Yes,No,Street,No
Scarpetta,(212) 691-0555,4,$$$,10014,NY,New York,355 W 14th St,No,No,Yes,Street,No
Nuyorican Poets Cafe,(212) 505-8183,4_half,$,10009,NY,New York,236 E 3rd St,No,No,No,Street,No
Virginia’s,(212) 658-0182,4_half,$$$,10009,NY,New York,647 E 11th St,No,Yes,No,"Garage, Street",No
Banh Mi Saigon,(212) 941-1541,4,$,10013,NY,New York,198 Grand St,Yes,Yes,No,Street,No
Pepolino Restaurant,(212) 966-9983,4_half,$$$,10013,NY,New York,281 W Broadway,No,Yes,Yes,Street,No
Peasant Stock,(917) 601-9776,4_half,$,10002,NY,New York,120 Essex St,No,Yes,No,No,No
Pearl Oyster Bar,(212) 691-8211,4,$$$,10014,NY,New York,18 Cornelia St,No,Yes,No,Street,No
Tikka Indian Grill,(718) 768-2262,4_half,$$,11211,NY,Brooklyn,185 Grand St,Yes,Yes,No,Street,No
Eight Turn Crêpe,(212) 334-3408,4,$,10012,NY,New York,55 Spring St,Yes,Yes,Yes,Street,No
Loi Estiatorio,(212) 713-0015,4_half,$$$,10019,NY,New York,132 W 58th St,Yes,Yes,No,Street,No
La Colombe Coffee,(212) 343-1515,4,$$,10013,NY,New York,319 Church St,No,Yes,No,Street,No
goa taco,(347) 276-5103,4_half,$,10002,NY,New York,79 Delancey St,Yes,Yes,No,Street,No
Banh Mi Zon,(646) 524-6384,4_half,$,10009,NY,New York,443 E 6th St,Yes,Yes,Yes,Street,No
Juicy Spot Cafe,(212) 933-0478,4_half,$,10002,NY,New York,109 Ludlow St,No,Yes,No,"Garage, Street",No
Livenrich,(212) 602-1388,5,$$,10006,NY,New York,99 Washington St,Yes,Yes,No,No,No
The Little Owl,(212) 741-4695,4,$$$,10014,NY,New York,90 Bedford St,No,No,No,Street,No
The NoMad Restaurant,(347) 472-5660,4,$$$$,10001,NY,New York,1170 Broadway,No,No,No,Street,No
Mamoun’s Falafel,(646) 870-5785,4,$,10003,NY,New York,30 St Marks Pl,No,Yes,Yes,Street,No
Yemen Cafe,(718) 834-9533,4_half,$$,11201,NY,Brooklyn,176 Atlantic Ave,No,Yes,No,Street,No
Esprezzatura Coffee and Tea,,5,$,10005,NY,New York,Hanover Square,No,Yes,Yes,Street,No
Trademark Taste & Grind,(646) 858-2320,4_half,$$,10018,NY,New York,38 W 36th St,No,Yes,No,No,No
Brooklyn Roasting Company,(718) 855-1000,4_half,$$,11201,NY,Brooklyn,25 Jay St,No,Yes,No,Street,No
Brooklyn Kolache Co,(718) 398-1111,4_half,$,11205,NY,Brooklyn,520 DeKalb Ave,Yes,Yes,Yes,Street,No
Love Mamak,(347) 394-5085,4,$$,10003,NY,New York,174 2nd Ave,Yes,Yes,Yes,Street,No
